Station Channel Location Latitude Longitude Elevation Depth Azimuth Start_time End_time Constant 
WYL HLZ 10 23.960489 120.579860 26.00 0.00 0.0 2023-01-31 2599-12-31 3.22E-6 
YUS HLE 10 23.487279 120.959367 3856.00 0.00 90.0 2023-01-17 2599-12-31 3.23E-6 
YUS HLN 10 23.487279 120.959367 3856.00 0.00 0.0 2023-01-17 2599-12-31 3.23E-6 
YUS HLZ 10 23.487279 120.959367 3856.00 0.00 0.0 2023-01-17 2599-12-31 3.25E-6 
A002 HLE 10 25.125790 121.466881 10.00 0.00 90.0 2019-02-20 2599-12-31 3.22E-6 
A002 HLN 10 25.125790 121.466881 10.00 0.00 0.0 2019-02-20 2599-12-31 3.2E-6 
A002 HLZ 10 25.125790 121.466881 10.00 0.00 0.0 2019-02-20 2599-12-31 3.2E-6 
A003 HLE 10 25.086020 121.456875 0.00 0.00 90.0 2023-01-18 2599-12-31 2.45E-6 
A003 HLN 10 25.086020 121.456875 0.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A003 HLZ 10 25.086020 121.456875 0.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A004 HLE 10 25.105782 121.482826 1.00 0.00 90.0 2023-01-18 2599-12-31 2.45E-6 
A004 HLN 10 25.105782 121.482826 1.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A004 HLZ 10 25.105782 121.482826 1.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A006 HLE 10 25.093991 121.515233 8.00 0.00 90.0 2018-11-22 2599-12-31 3.23E-6 
A006 HLN 10 25.093991 121.515233 8.00 0.00 0.0 2018-11-22 2599-12-31 3.24E-6 
A006 HLZ 10 25.093991 121.515233 8.00 0.00 0.0 2018-11-22 2599-12-31 3.23E-6 
A007 HLE 10 25.073494 121.516904 14.00 0.00 90.0 2023-01-18 2599-12-31 3.21E-6 
A007 HLN 10 25.073494 121.516904 14.00 0.00 0.0 2023-01-18 2599-12-31 3.22E-6 
A007 HLZ 10 25.073494 121.516904 14.00 0.00 0.0 2023-01-18 2599-12-31 3.23E-6 
A008 HLE 10 25.074028 121.535939 2.00 0.00 90.0 2023-01-18 2599-12-31 3.25E-6 
A008 HLN 10 25.074028 121.535939 2.00 0.00 0.0 2023-01-18 2599-12-31 3.23E-6 
A008 HLZ 10 25.074028 121.535939 2.00 0.00 0.0 2023-01-18 2599-12-31 3.21E-6 
A009 HLE 10 25.080195 121.579633 7.00 0.00 90.0 2023-01-18 2599-12-31 3.23E-6 
A009 HLN 10 25.080195 121.579633 7.00 0.00 0.0 2023-01-18 2599-12-31 3.23E-6 
A009 HLZ 10 25.080195 121.579633 7.00 0.00 0.0 2023-01-18 2599-12-31 3.24E-6 
A010 HLE 10 25.065134 121.477776 0.00 0.00 90.0 2023-01-18 2599-12-31 2.45E-6 
A010 HLN 10 25.065134 121.477776 0.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A010 HLZ 10 25.065134 121.477776 0.00 0.00 0.0 2023-01-18 2599-12-31 2.45E-6 
A011 HLE 10 25.056504 121.496646 11.00 0.00 90.0 2022-07-28 2599-12-31 2.45E-6 
A011 HLN 10 25.056504 121.496646 11.00 0.00 0.0 2022-07-28 2599-12-31 2.45E-6 
A011 HLZ 10 25.056504 121.496646 11.00 0.00 0.0 2022-07-28 2599-12-31 2.45E-6 
A013 HLE 10 25.056454 121.533709 14.00 0.00 90.0 2018-11-26 2599-12-31 3.23E-6 
A013 HLN 10 25.056454 121.533709 14.00 0.00 0.0 2018-11-26 2599-12-31 3.24E-6 
A013 HLZ 10 25.056454 121.533709 14.00 0.00 0.0 2018-11-26 2599-12-31 3.24E-6 
A014 HLE 10 25.056454 121.552196 16.00 0.00 90.0 2018-11-26 2599-12-31 3.15E-6 
A014 HLN 10 25.056454 121.552196 16.00 0.00 0.0 2018-11-26 2599-12-31 3.24E-6 
A014 HLZ 10 25.056454 121.552196 16.00 0.00 0.0 2018-11-26 2599-12-31 3.24E-6 
A015 HLE 10 25.050442 121.579428 14.00 0.00 90.0 2018-11-26 2599-12-31 2.45E-6 
A015 HLN 10 25.050442 121.579428 14.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
A015 HLZ 10 25.050442 121.579428 14.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
A016 HLE 10 25.061553 121.431125 27.00 0.00 90.0 2018-11-26 2599-12-31 2.45E-6 
A016 HLN 10 25.061553 121.431125 27.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
A016 HLZ 10 25.061553 121.431125 27.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
A020 HLE 10 25.037644 121.534376 4.00 0.00 90.0 2023-01-18 2599-12-31 3.23E-6 
A020 HLN 10 25.037644 121.534376 4.00 0.00 0.0 2023-01-18 2599-12-31 3.24E-6 
A020 HLZ 10 25.037644 121.534376 4.00 0.00 0.0 2023-01-18 2599-12-31 3.23E-6 
A024 HLE 10 25.019234 121.474720 14.00 0.00 90.0 2018-11-26 2599-12-31 2.45E-6 
A024 HLN 10 25.019234 121.474720 14.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
A024 HLZ 10 25.019234 121.474720 14.00 0.00 0.0 2018-11-26 2599-12-31 2.45E-6 
